"step","X.score_test.","X.loss_test.","X.score_train.","X.loss_train."
0,0.485416680574417,0.693147301673889,0.497916668653488,0.693147242069244
125,0.691666662693024,0.576389968395233,0.672916650772095,0.592869162559509
251,0.691666662693024,0.576262652873993,0.673437476158142,0.592638671398163
377,0.693750023841858,0.576113402843475,0.672916650772095,0.5925452709198
502,0.693750023841858,0.575869679450989,0.673958361148834,0.592486560344696
