"step","X.score_test.","X.loss_test.","X.score_train.","X.loss_train."
0,0.550000011920929,0.693147122859955,0.510937511920929,0.693147242069244
125,0.691666662693024,0.584123075008392,0.665624976158142,0.603160560131073
251,0.691666662693024,0.584149181842804,0.666145861148834,0.603120923042297
377,0.691666662693024,0.584131956100464,0.666145861148834,0.603104054927826
502,0.691666662693024,0.584204494953156,0.666145861148834,0.603098034858704
