"step","X.score_test.","X.loss_test.","X.score_train.","X.loss_train."
0,0.60606062412262,0.6931471824646,0.551061689853668,0.693147122859955
120,0.610100984573364,0.653775036334991,0.619312465190887,0.654341161251068
241,0.614141404628754,0.653960406780243,0.620829105377197,0.654341697692871
362,0.614141404628754,0.654337167739868,0.621334671974182,0.654347598552704
482,0.610100984573364,0.654139399528503,0.620323538780212,0.654349863529205
