"step","X.score_test.","X.loss_test.","X.score_train.","X.loss_train."
0,0.524999976158142,0.693147242069244,0.509895861148834,0.693147242069244
125,0.683333337306976,0.60988050699234,0.65625,0.620117485523224
251,0.683333337306976,0.609753549098969,0.655729174613953,0.620117783546448
377,0.685416638851166,0.609758496284485,0.65625,0.620116174221039
502,0.683333337306976,0.609849512577057,0.657812476158142,0.620118916034698
