"PC1","PC2","PC3","word"
-0.63001294398958,-1.38803208960733,-1.25325775773768,"design pattern"
-2.14242884398995,-0.444356720700836,0.528207889583113,"heuristic"
3.09575862160588,-0.0240342493875439,-0.420970071778306,"requirement"
-1.2853925338326,2.11482236875607,-0.727649049229621,"implication"
0.748471048688703,-0.113640647718207,-1.07623602131778,"principle"
-0.697194200162173,-0.630898018540178,0.474568790574402,"rule of thumb"
-1.4734709292459,0.461637809481715,-0.127673336718972,"consideration"
-0.672591942903989,-0.948937431087247,0.266405080149523,"common practice"
0.7314552711384,-0.774656245902524,0.0750754200177755,"convention"
-0.0944698485070369,0.778700724123908,1.03181156782798,"recommendation"
0.130925916052585,0.163719563558355,1.04883880230147,"best practice"
1.11689378131924,-0.654227226220418,0.319402760220606,"standard"
0.385032585190459,-1.17165343211379,0.573285257858195,"norm"
1.23185506527465,1.90630673083181,0.0859157653197957,"guardrail"
-0.677843139457766,0.0195792673315825,-1.41854750727797,"paradigm"
0.0543123637824375,0.0569352787883939,0.105459100793267,"style guide"
0.178699729036643,0.648734318406242,0.515363309414203,"guideline"
