"step","X.score_test.","X.loss_test.","X.score_train.","X.loss_train."
0,0.554166674613953,0.69314706325531,0.555729150772095,0.693147122859955
125,0.693750023841858,0.579173982143402,0.675520837306976,0.591594040393829
251,0.691666662693024,0.578656554222107,0.675520837306976,0.5913445353508
377,0.693750023841858,0.578579902648926,0.676041662693024,0.591243624687195
502,0.693750023841858,0.578469812870026,0.675520837306976,0.591182708740234
