pf_calls,num_answers,model_updates,num_grad_comps,answers_bytes,last_score,batch_size,k,elapsed_time,train_data,n,d,max_epochs,verbose,ident,_epochs,score_train,loss_train,score_test,loss_test,_elapsed_time,seed,run_id,dim
1,1920,15,1920,23520,0.4729166626930237,128,0,0.02202129364013672,1920,17,5,500000,1000,,1.0,0.5432291626930237,0.6931472420692444,0.4937500059604645,0.6931472420692444,0,509950510,5,5
1001,1920,15015,1921920,23520,0.4937500059604645,128,1000,0.02677631378173828,1920,17,5,500000,1000,,1001.0,0.6781250238418579,0.6106518507003784,0.643750011920929,0.6279305815696716,5,509950510,5,5
2001,1920,30015,3841920,23520,0.643750011920929,128,2000,0.031365394592285156,1920,17,5,500000,1000,,2001.0,0.6807291507720947,0.5969454646110535,0.6499999761581421,0.6231781840324402,10,509950510,5,5
3001,1920,45015,5761920,23520,0.6499999761581421,128,3000,0.03593850135803223,1920,17,5,500000,1000,,3001.0,0.6880208253860474,0.5922164916992188,0.6479166746139526,0.6221252083778381,15,509950510,5,5
4001,1920,60015,7681920,23520,0.6479166746139526,128,4000,0.04115772247314453,1920,17,5,500000,1000,,4001.0,0.6848958134651184,0.5896733403205872,0.6541666388511658,0.6220336556434631,20,509950510,5,5
5001,1920,75015,9601920,23520,0.6541666388511658,128,5000,0.045822858810424805,1920,17,5,500000,1000,,5001.0,0.6822916865348816,0.5881026387214661,0.6583333611488342,0.6220398545265198,26,509950510,5,5
6001,1920,90015,11521920,23520,0.6583333611488342,128,6000,0.050444602966308594,1920,17,5,500000,1000,,6001.0,0.6848958134651184,0.587024450302124,0.65625,0.6223151087760925,31,509950510,5,5
7001,1920,105015,13441920,23520,0.65625,128,7000,0.055092811584472656,1920,17,5,500000,1000,,7001.0,0.6838541626930237,0.5862663388252258,0.65625,0.6222536563873291,36,509950510,5,5
8001,1920,120015,15361920,23520,0.65625,128,8000,0.05962681770324707,1920,17,5,500000,1000,,8001.0,0.6848958134651184,0.5856740474700928,0.6583333611488342,0.6225846409797668,41,509950510,5,5
9001,1920,135015,17281920,23520,0.6583333611488342,128,9000,0.0656578540802002,1920,17,5,500000,1000,,9001.0,0.6822916865348816,0.5852001309394836,0.65625,0.6227569580078125,46,509950510,5,5
10001,1920,150015,19201920,23520,0.65625,128,10000,0.07021284103393555,1920,17,5,500000,1000,,10001.0,0.684374988079071,0.5847964882850647,0.6583333611488342,0.6234692931175232,50,509950510,5,5
