pf_calls,num_answers,model_updates,num_grad_comps,answers_bytes,last_score,batch_size,k,elapsed_time,train_data,n,d,max_epochs,verbose,ident,_epochs,score_train,loss_train,score_test,loss_test,_elapsed_time,seed,run_id,dim
1,1920,15,1920,23520,0.5041666626930237,128,0,0.023839950561523438,1920,17,3,500000,1000,,1.0,0.5244791507720947,0.6931471228599548,0.5,0.6931472420692444,0,973500210,5,3
1001,1920,15015,1921920,23520,0.5,128,1000,0.027644872665405273,1920,17,3,500000,1000,,1001.0,0.667187511920929,0.6197119355201721,0.6291666626930237,0.6412169933319092,4,973500210,5,3
2001,1920,30015,3841920,23520,0.6291666626930237,128,2000,0.03193783760070801,1920,17,3,500000,1000,,2001.0,0.6781250238418579,0.6058126091957092,0.6333333253860474,0.6281940340995789,8,973500210,5,3
3001,1920,45015,5761920,23520,0.6333333253860474,128,3000,0.03576087951660156,1920,17,3,500000,1000,,3001.0,0.6708333492279053,0.6015889644622803,0.6479166746139526,0.6246079802513123,12,973500210,5,3
4001,1920,60015,7681920,23520,0.6479166746139526,128,4000,0.039649009704589844,1920,17,3,500000,1000,,4001.0,0.668749988079071,0.5994239449501038,0.6520833373069763,0.6230086088180542,16,973500210,5,3
5001,1920,75015,9601920,23520,0.6520833373069763,128,5000,0.043399810791015625,1920,17,3,500000,1000,,5001.0,0.668749988079071,0.5979853868484497,0.6520833373069763,0.6227535605430603,20,973500210,5,3
6001,1920,90015,11521920,23520,0.6520833373069763,128,6000,0.04713773727416992,1920,17,3,500000,1000,,6001.0,0.6697916388511658,0.5970203280448914,0.6541666388511658,0.6221596598625183,24,973500210,5,3
7001,1920,105015,13441920,23520,0.6541666388511658,128,7000,0.05092477798461914,1920,17,3,500000,1000,,7001.0,0.6692708134651184,0.5964049100875854,0.6541666388511658,0.6218767166137695,28,973500210,5,3
8001,1920,120015,15361920,23520,0.6541666388511658,128,8000,0.05469346046447754,1920,17,3,500000,1000,,8001.0,0.6697916388511658,0.5959385633468628,0.6520833373069763,0.6214199662208557,31,973500210,5,3
9001,1920,135015,17281920,23520,0.6520833373069763,128,9000,0.05844259262084961,1920,17,3,500000,1000,,9001.0,0.671875,0.5955972075462341,0.6479166746139526,0.6212491989135742,35,973500210,5,3
10001,1920,150015,19201920,23520,0.6479166746139526,128,10000,0.06221747398376465,1920,17,3,500000,1000,,10001.0,0.6723958253860474,0.5953434109687805,0.6479166746139526,0.6212360262870789,39,973500210,5,3
11001,1920,165015,21121920,23520,0.6479166746139526,128,11000,0.06596946716308594,1920,17,3,500000,1000,,11001.0,0.6723958253860474,0.595138669013977,0.6479166746139526,0.6207355260848999,43,973500210,5,3
12001,1920,180015,23041920,23520,0.6479166746139526,128,12000,0.06970930099487305,1920,17,3,500000,1000,,12001.0,0.6723958253860474,0.5949653387069702,0.6479166746139526,0.6210570931434631,47,973500210,5,3
13001,1920,195015,24961920,23520,0.6479166746139526,128,13000,0.07369637489318848,1920,17,3,500000,1000,,13001.0,0.6739583611488342,0.594822347164154,0.6479166746139526,0.6207700371742249,51,973500210,5,3
14001,1920,210015,26881920,23520,0.6479166746139526,128,14000,0.07786846160888672,1920,17,3,500000,1000,,14001.0,0.6729166507720947,0.5947049856185913,0.6479166746139526,0.6207687854766846,54,973500210,5,3
15001,1920,225015,28801920,23520,0.6479166746139526,128,15000,0.08165335655212402,1920,17,3,500000,1000,,15001.0,0.6744791865348816,0.5946007370948792,0.6479166746139526,0.6209332346916199,58,973500210,5,3
16001,1920,240015,30721920,23520,0.6479166746139526,128,16000,0.08543252944946289,1920,17,3,500000,1000,,16001.0,0.671875,0.5945127010345459,0.6458333134651184,0.6207433342933655,62,973500210,5,3
17001,1920,255015,32641920,23520,0.6458333134651184,128,17000,0.08924484252929688,1920,17,3,500000,1000,,17001.0,0.671875,0.5944344401359558,0.6458333134651184,0.6209486722946167,66,973500210,5,3
18001,1920,270015,34561920,23520,0.6458333134651184,128,18000,0.09345197677612305,1920,17,3,500000,1000,,18001.0,0.6744791865348816,0.5943602919578552,0.6458333134651184,0.6209776401519775,70,973500210,5,3
19001,1920,285015,36481920,23520,0.6458333134651184,128,19000,0.09752798080444336,1920,17,3,500000,1000,,19001.0,0.671875,0.5942990779876709,0.6479166746139526,0.6212537288665771,74,973500210,5,3
20001,1920,300015,38401920,23520,0.6479166746139526,128,20000,0.10126590728759766,1920,17,3,500000,1000,,20001.0,0.6723958253860474,0.5942481160163879,0.6458333134651184,0.6211707592010498,78,973500210,5,3
21001,1920,315015,40321920,23520,0.6458333134651184,128,21000,0.10523796081542969,1920,17,3,500000,1000,,21001.0,0.6739583611488342,0.5941960215568542,0.6458333134651184,0.620711624622345,82,973500210,5,3
22001,1920,330015,42241920,23520,0.6458333134651184,128,22000,0.1092689037322998,1920,17,3,500000,1000,,22001.0,0.6729166507720947,0.594155490398407,0.6458333134651184,0.6211663484573364,86,973500210,5,3
23001,1920,345015,44161920,23520,0.6458333134651184,128,23000,0.11302065849304199,1920,17,3,500000,1000,,23001.0,0.671875,0.5941156148910522,0.6479166746139526,0.6211814880371094,89,973500210,5,3
24001,1920,360015,46081920,23520,0.6479166746139526,128,24000,0.11673998832702637,1920,17,3,500000,1000,,24001.0,0.6713541746139526,0.5940752029418945,0.6458333134651184,0.6208378672599792,93,973500210,5,3
25001,1920,375015,48001920,23520,0.6458333134651184,128,25000,0.12045884132385254,1920,17,3,500000,1000,,25001.0,0.6703125238418579,0.5940410494804382,0.6479166746139526,0.6207656860351562,97,973500210,5,3
26001,1920,390015,49921920,23520,0.6479166746139526,128,26000,0.12426280975341797,1920,17,3,500000,1000,,26001.0,0.6713541746139526,0.5940132141113281,0.6458333134651184,0.620416522026062,101,973500210,5,3
27001,1920,405015,51841920,23520,0.6458333134651184,128,27000,0.12798500061035156,1920,17,3,500000,1000,,27001.0,0.6723958253860474,0.5939842462539673,0.643750011920929,0.620789110660553,105,973500210,5,3
