pf_calls,num_answers,model_updates,num_grad_comps,answers_bytes,last_score,batch_size,k,elapsed_time,train_data,n,d,max_epochs,verbose,ident,_epochs,score_train,loss_train,score_test,loss_test,_elapsed_time,seed,run_id,dim
1,1920,15,1920,23520,0.5041666626930237,128,0,0.036699771881103516,1920,17,2,500000,1000,,1.0,0.5208333134651184,0.6931471228599548,0.5166666507720947,0.6931471228599548,0,231909076,1,2
1001,1920,15015,1921920,23520,0.5166666507720947,128,1000,0.04108381271362305,1920,17,2,500000,1000,,1001.0,0.6651041507720947,0.6237307190895081,0.6229166388511658,0.6511818170547485,4,231909076,1,2
2001,1920,30015,3841920,23520,0.6229166388511658,128,2000,0.044884681701660156,1920,17,2,500000,1000,,2001.0,0.6640625,0.6144307851791382,0.6208333373069763,0.6508121490478516,8,231909076,1,2
3001,1920,45015,5761920,23520,0.6208333373069763,128,3000,0.0488286018371582,1920,17,2,500000,1000,,3001.0,0.667187511920929,0.6111958622932434,0.6145833134651184,0.6529254913330078,12,231909076,1,2
4001,1920,60015,7681920,23520,0.6145833134651184,128,4000,0.05263066291809082,1920,17,2,500000,1000,,4001.0,0.6703125238418579,0.6099153161048889,0.612500011920929,0.6541540622711182,16,231909076,1,2
5001,1920,75015,9601920,23520,0.612500011920929,128,5000,0.05674242973327637,1920,17,2,500000,1000,,5001.0,0.6708333492279053,0.6092095971107483,0.6104166507720947,0.6555760502815247,20,231909076,1,2
6001,1920,90015,11521920,23520,0.6104166507720947,128,6000,0.06060433387756348,1920,17,2,500000,1000,,6001.0,0.6713541746139526,0.6087363362312317,0.6104166507720947,0.6560144424438477,24,231909076,1,2
7001,1920,105015,13441920,23520,0.6104166507720947,128,7000,0.06510233879089355,1920,17,2,500000,1000,,7001.0,0.6708333492279053,0.6083819270133972,0.6104166507720947,0.6564136743545532,29,231909076,1,2
8001,1920,120015,15361920,23520,0.6104166507720947,128,8000,0.06885361671447754,1920,17,2,500000,1000,,8001.0,0.6729166507720947,0.6081113219261169,0.6083333492279053,0.6564307808876038,33,231909076,1,2
9001,1920,135015,17281920,23520,0.6083333492279053,128,9000,0.07289552688598633,1920,17,2,500000,1000,,9001.0,0.671875,0.607857882976532,0.6041666865348816,0.6567409038543701,37,231909076,1,2
10001,1920,150015,19201920,23520,0.6041666865348816,128,10000,0.07678532600402832,1920,17,2,500000,1000,,10001.0,0.6723958253860474,0.6076286435127258,0.5979166626930237,0.6571442484855652,41,231909076,1,2
11001,1920,165015,21121920,23520,0.5979166626930237,128,11000,0.08054852485656738,1920,17,2,500000,1000,,11001.0,0.6692708134651184,0.6074392795562744,0.6020833253860474,0.6572375893592834,45,231909076,1,2
12001,1920,180015,23041920,23520,0.6020833253860474,128,12000,0.08489632606506348,1920,17,2,500000,1000,,12001.0,0.6734374761581421,0.607265830039978,0.6000000238418579,0.6570784449577332,49,231909076,1,2
13001,1920,195015,24961920,23520,0.6000000238418579,128,13000,0.08865928649902344,1920,17,2,500000,1000,,13001.0,0.6723958253860474,0.6071236729621887,0.6000000238418579,0.6571549773216248,53,231909076,1,2
14001,1920,210015,26881920,23520,0.6000000238418579,128,14000,0.09238529205322266,1920,17,2,500000,1000,,14001.0,0.6723958253860474,0.6070063710212708,0.6000000238418579,0.6574910283088684,57,231909076,1,2
15001,1920,225015,28801920,23520,0.6000000238418579,128,15000,0.09613227844238281,1920,17,2,500000,1000,,15001.0,0.6729166507720947,0.6069098114967346,0.6041666865348816,0.6569944024085999,61,231909076,1,2
