pf_calls,num_answers,model_updates,num_grad_comps,answers_bytes,last_score,batch_size,k,elapsed_time,train_data,n,d,max_epochs,verbose,ident,_epochs,score_train,loss_train,score_test,loss_test,_elapsed_time,seed,run_id,dim
1,1920,15,1920,23520,0.4729166626930237,128,0,0.017003774642944336,1920,17,5,500000,1000,,1.0,0.4984374940395355,0.6931472420692444,0.47708332538604736,0.6931472420692444,0,1284990769,4,5
1001,1920,15015,1921920,23520,0.47708332538604736,128,1000,0.020865678787231445,1920,17,5,500000,1000,,1001.0,0.6697916388511658,0.6088310480117798,0.6270833611488342,0.6504810452461243,3,1284990769,4,5
2001,1920,30015,3841920,23520,0.6270833611488342,128,2000,0.024645566940307617,1920,17,5,500000,1000,,2001.0,0.6734374761581421,0.5968696475028992,0.6479166746139526,0.6376634240150452,7,1284990769,4,5
3001,1920,45015,5761920,23520,0.6479166746139526,128,3000,0.02851271629333496,1920,17,5,500000,1000,,3001.0,0.6848958134651184,0.5919249653816223,0.6416666507720947,0.6314594149589539,11,1284990769,4,5
4001,1920,60015,7681920,23520,0.6416666507720947,128,4000,0.03233647346496582,1920,17,5,500000,1000,,4001.0,0.6833333373069763,0.5892975330352783,0.6499999761581421,0.629065215587616,15,1284990769,4,5
5001,1920,75015,9601920,23520,0.6499999761581421,128,5000,0.03614640235900879,1920,17,5,500000,1000,,5001.0,0.6807291507720947,0.5878125429153442,0.6499999761581421,0.6285654902458191,19,1284990769,4,5
6001,1920,90015,11521920,23520,0.6499999761581421,128,6000,0.039945363998413086,1920,17,5,500000,1000,,6001.0,0.6796875,0.5868743658065796,0.6499999761581421,0.6282042860984802,23,1284990769,4,5
7001,1920,105015,13441920,23520,0.6499999761581421,128,7000,0.04375720024108887,1920,17,5,500000,1000,,7001.0,0.6812499761581421,0.5862250924110413,0.6499999761581421,0.6270802617073059,27,1284990769,4,5
8001,1920,120015,15361920,23520,0.6499999761581421,128,8000,0.04763936996459961,1920,17,5,500000,1000,,8001.0,0.6812499761581421,0.5857582092285156,0.6499999761581421,0.6277393102645874,31,1284990769,4,5
9001,1920,135015,17281920,23520,0.6499999761581421,128,9000,0.05149650573730469,1920,17,5,500000,1000,,9001.0,0.6807291507720947,0.5853893756866455,0.6499999761581421,0.6268714070320129,35,1284990769,4,5
10001,1920,150015,19201920,23520,0.6499999761581421,128,10000,0.055341243743896484,1920,17,5,500000,1000,,10001.0,0.6812499761581421,0.5850874185562134,0.6520833373069763,0.6266363263130188,39,1284990769,4,5
11001,1920,165015,21121920,23520,0.6520833373069763,128,11000,0.0591883659362793,1920,17,5,500000,1000,,11001.0,0.682812511920929,0.5848370790481567,0.6520833373069763,0.6270787715911865,42,1284990769,4,5
12001,1920,180015,23041920,23520,0.6520833373069763,128,12000,0.06294655799865723,1920,17,5,500000,1000,,12001.0,0.6838541626930237,0.5846297144889832,0.6520833373069763,0.6264523267745972,46,1284990769,4,5
13001,1920,195015,24961920,23520,0.6520833373069763,128,13000,0.06671667098999023,1920,17,5,500000,1000,,13001.0,0.682812511920929,0.5844466090202332,0.6499999761581421,0.62657231092453,50,1284990769,4,5
14001,1920,210015,26881920,23520,0.6499999761581421,128,14000,0.07047677040100098,1920,17,5,500000,1000,,14001.0,0.682812511920929,0.5842847228050232,0.6479166746139526,0.6266928315162659,54,1284990769,4,5
15001,1920,225015,28801920,23520,0.6479166746139526,128,15000,0.07465958595275879,1920,17,5,500000,1000,,15001.0,0.6838541626930237,0.5841373205184937,0.6520833373069763,0.6262906193733215,58,1284990769,4,5
16001,1920,240015,30721920,23520,0.6520833373069763,128,16000,0.07848167419433594,1920,17,5,500000,1000,,16001.0,0.682812511920929,0.5839989185333252,0.6479166746139526,0.626669704914093,62,1284990769,4,5
17001,1920,255015,32641920,23520,0.6479166746139526,128,17000,0.08241081237792969,1920,17,5,500000,1000,,17001.0,0.6854166388511658,0.583865225315094,0.6541666388511658,0.6264370083808899,66,1284990769,4,5
18001,1920,270015,34561920,23520,0.6541666388511658,128,18000,0.08619880676269531,1920,17,5,500000,1000,,18001.0,0.6859375238418579,0.5837410092353821,0.6520833373069763,0.6264861226081848,70,1284990769,4,5
19001,1920,285015,36481920,23520,0.6520833373069763,128,19000,0.09003257751464844,1920,17,5,500000,1000,,19001.0,0.682812511920929,0.5836229920387268,0.6520833373069763,0.6261345744132996,74,1284990769,4,5
20001,1920,300015,38401920,23520,0.6520833373069763,128,20000,0.09482836723327637,1920,17,5,500000,1000,,20001.0,0.6848958134651184,0.5835054516792297,0.6499999761581421,0.6263473629951477,77,1284990769,4,5
21001,1920,315015,40321920,23520,0.6499999761581421,128,21000,0.09883522987365723,1920,17,5,500000,1000,,21001.0,0.684374988079071,0.5833891034126282,0.6499999761581421,0.6261292695999146,81,1284990769,4,5
22001,1920,330015,42241920,23520,0.6499999761581421,128,22000,0.10267257690429688,1920,17,5,500000,1000,,22001.0,0.6833333373069763,0.5832803249359131,0.6458333134651184,0.6261182427406311,85,1284990769,4,5
23001,1920,345015,44161920,23520,0.6458333134651184,128,23000,0.10648179054260254,1920,17,5,500000,1000,,23001.0,0.6822916865348816,0.5831813216209412,0.6479166746139526,0.626611053943634,89,1284990769,4,5
24001,1920,360015,46081920,23520,0.6479166746139526,128,24000,0.11052179336547852,1920,17,5,500000,1000,,24001.0,0.6848958134651184,0.5830860733985901,0.6499999761581421,0.6261911392211914,93,1284990769,4,5
25001,1920,375015,48001920,23520,0.6499999761581421,128,25000,0.11460375785827637,1920,17,5,500000,1000,,25001.0,0.6822916865348816,0.5829933285713196,0.6499999761581421,0.6264389753341675,97,1284990769,4,5
26001,1920,390015,49921920,23520,0.6499999761581421,128,26000,0.11840391159057617,1920,17,5,500000,1000,,26001.0,0.6817708611488342,0.5829125046730042,0.6499999761581421,0.6257219314575195,101,1284990769,4,5
27001,1920,405015,51841920,23520,0.6499999761581421,128,27000,0.122222900390625,1920,17,5,500000,1000,,27001.0,0.6838541626930237,0.5828322768211365,0.6520833373069763,0.6254607439041138,105,1284990769,4,5
28001,1920,420015,53761920,23520,0.6520833373069763,128,28000,0.12599992752075195,1920,17,5,500000,1000,,28001.0,0.6854166388511658,0.5827659964561462,0.6541666388511658,0.6260040998458862,109,1284990769,4,5
29001,1920,435015,55681920,23520,0.6541666388511658,128,29000,0.13015317916870117,1920,17,5,500000,1000,,29001.0,0.6864583492279053,0.5826976299285889,0.6583333611488342,0.6259382963180542,113,1284990769,4,5
30001,1920,450015,57601920,23520,0.6583333611488342,128,30000,0.1339564323425293,1920,17,5,500000,1000,,30001.0,0.6848958134651184,0.5826385617256165,0.6541666388511658,0.6261831521987915,117,1284990769,4,5
31001,1920,465015,59521920,23520,0.6541666388511658,128,31000,0.13773250579833984,1920,17,5,500000,1000,,31001.0,0.6848958134651184,0.582581102848053,0.6479166746139526,0.6259554028511047,121,1284990769,4,5
32001,1920,480015,61441920,23520,0.6479166746139526,128,32000,0.14152026176452637,1920,17,5,500000,1000,,32001.0,0.6838541626930237,0.5825294852256775,0.6541666388511658,0.6263001561164856,124,1284990769,4,5
33001,1920,495015,63361920,23520,0.6541666388511658,128,33000,0.1453850269317627,1920,17,5,500000,1000,,33001.0,0.684374988079071,0.5824836492538452,0.6499999761581421,0.62580806016922,128,1284990769,4,5
34001,1920,510015,65281920,23520,0.6499999761581421,128,34000,0.14914512634277344,1920,17,5,500000,1000,,34001.0,0.6848958134651184,0.582432210445404,0.6479166746139526,0.625676155090332,132,1284990769,4,5
35001,1920,525015,67201920,23520,0.6479166746139526,128,35000,0.1529531478881836,1920,17,5,500000,1000,,35001.0,0.6848958134651184,0.5823898911476135,0.6479166746139526,0.6262321472167969,136,1284990769,4,5
36001,1920,540015,69121920,23520,0.6479166746139526,128,36000,0.1567530632019043,1920,17,5,500000,1000,,36001.0,0.6838541626930237,0.5823566317558289,0.6458333134651184,0.626352071762085,140,1284990769,4,5
37001,1920,555015,71041920,23520,0.6458333134651184,128,37000,0.1607520580291748,1920,17,5,500000,1000,,37001.0,0.6864583492279053,0.5823186039924622,0.6479166746139526,0.6259320378303528,144,1284990769,4,5
38001,1920,570015,72961920,23520,0.6479166746139526,128,38000,0.16455507278442383,1920,17,5,500000,1000,,38001.0,0.684374988079071,0.5822831392288208,0.6458333134651184,0.6264224648475647,148,1284990769,4,5
