pf_calls,num_answers,model_updates,num_grad_comps,answers_bytes,last_score,batch_size,k,elapsed_time,train_data,n,d,max_epochs,verbose,ident,_epochs,score_train,loss_train,score_test,loss_test,_elapsed_time,seed,run_id,dim
1,1920,15,1920,23520,0.4479166567325592,128,0,0.029343128204345703,1920,17,3,500000,1000,,1.0,0.4958333373069763,0.6931471228599548,0.4541666805744171,0.6931472420692444,0,557446495,4,3
1001,1920,15015,1921920,23520,0.4541666805744171,128,1000,0.033627986907958984,1920,17,3,500000,1000,,1001.0,0.6520833373069763,0.6250943541526794,0.6499999761581421,0.6272093057632446,4,557446495,4,3
2001,1920,30015,3841920,23520,0.6499999761581421,128,2000,0.03815197944641113,1920,17,3,500000,1000,,2001.0,0.6656249761581421,0.6082392930984497,0.6645833253860474,0.6167705655097961,8,557446495,4,3
3001,1920,45015,5761920,23520,0.6645833253860474,128,3000,0.04201793670654297,1920,17,3,500000,1000,,3001.0,0.671875,0.6034551858901978,0.6645833253860474,0.6141541004180908,12,557446495,4,3
4001,1920,60015,7681920,23520,0.6645833253860474,128,4000,0.04583168029785156,1920,17,3,500000,1000,,4001.0,0.6697916388511658,0.6012799739837646,0.6645833253860474,0.6132770776748657,16,557446495,4,3
5001,1920,75015,9601920,23520,0.6645833253860474,128,5000,0.05014371871948242,1920,17,3,500000,1000,,5001.0,0.6697916388511658,0.600055456161499,0.6625000238418579,0.6128729581832886,20,557446495,4,3
6001,1920,90015,11521920,23520,0.6625000238418579,128,6000,0.05393266677856445,1920,17,3,500000,1000,,6001.0,0.6703125238418579,0.5992480516433716,0.6625000238418579,0.6130580306053162,24,557446495,4,3
7001,1920,105015,13441920,23520,0.6625000238418579,128,7000,0.0579228401184082,1920,17,3,500000,1000,,7001.0,0.6708333492279053,0.5986725091934204,0.6666666865348816,0.6128596663475037,29,557446495,4,3
8001,1920,120015,15361920,23520,0.6666666865348816,128,8000,0.0620880126953125,1920,17,3,500000,1000,,8001.0,0.6697916388511658,0.5982411503791809,0.6645833253860474,0.6130315661430359,33,557446495,4,3
9001,1920,135015,17281920,23520,0.6645833253860474,128,9000,0.06636810302734375,1920,17,3,500000,1000,,9001.0,0.6703125238418579,0.5978966951370239,0.6645833253860474,0.6128682494163513,37,557446495,4,3
10001,1920,150015,19201920,23520,0.6645833253860474,128,10000,0.07068920135498047,1920,17,3,500000,1000,,10001.0,0.6708333492279053,0.5976409316062927,0.6625000238418579,0.6129626035690308,42,557446495,4,3
11001,1920,165015,21121920,23520,0.6625000238418579,128,11000,0.07454109191894531,1920,17,3,500000,1000,,11001.0,0.6708333492279053,0.5974180698394775,0.6645833253860474,0.6130653023719788,46,557446495,4,3
12001,1920,180015,23041920,23520,0.6645833253860474,128,12000,0.07837414741516113,1920,17,3,500000,1000,,12001.0,0.6697916388511658,0.597236692905426,0.6666666865348816,0.6127500534057617,50,557446495,4,3
13001,1920,195015,24961920,23520,0.6666666865348816,128,13000,0.08215737342834473,1920,17,3,500000,1000,,13001.0,0.6708333492279053,0.5970810055732727,0.6645833253860474,0.6132485270500183,54,557446495,4,3
14001,1920,210015,26881920,23520,0.6645833253860474,128,14000,0.08601260185241699,1920,17,3,500000,1000,,14001.0,0.6713541746139526,0.5969482660293579,0.6604166626930237,0.6128113865852356,58,557446495,4,3
15001,1920,225015,28801920,23520,0.6604166626930237,128,15000,0.08991861343383789,1920,17,3,500000,1000,,15001.0,0.6703125238418579,0.5968388915061951,0.6604166626930237,0.6131646633148193,62,557446495,4,3
16001,1920,240015,30721920,23520,0.6604166626930237,128,16000,0.09385371208190918,1920,17,3,500000,1000,,16001.0,0.6713541746139526,0.5967333912849426,0.6604166626930237,0.6132676601409912,66,557446495,4,3
17001,1920,255015,32641920,23520,0.6604166626930237,128,17000,0.09770369529724121,1920,17,3,500000,1000,,17001.0,0.6713541746139526,0.596648097038269,0.6645833253860474,0.6133984923362732,70,557446495,4,3
18001,1920,270015,34561920,23520,0.6645833253860474,128,18000,0.10167765617370605,1920,17,3,500000,1000,,18001.0,0.6729166507720947,0.5965699553489685,0.6625000238418579,0.6132077574729919,74,557446495,4,3
19001,1920,285015,36481920,23520,0.6625000238418579,128,19000,0.10546255111694336,1920,17,3,500000,1000,,19001.0,0.6708333492279053,0.5964990258216858,0.6625000238418579,0.6133841276168823,77,557446495,4,3
20001,1920,300015,38401920,23520,0.6625000238418579,128,20000,0.10935163497924805,1920,17,3,500000,1000,,20001.0,0.6713541746139526,0.5964401364326477,0.6666666865348816,0.613401472568512,81,557446495,4,3
21001,1920,315015,40321920,23520,0.6666666865348816,128,21000,0.11320948600769043,1920,17,3,500000,1000,,21001.0,0.6697916388511658,0.5963841676712036,0.6625000238418579,0.6131833791732788,85,557446495,4,3
22001,1920,330015,42241920,23520,0.6625000238418579,128,22000,0.11713647842407227,1920,17,3,500000,1000,,22001.0,0.6708333492279053,0.5963360071182251,0.6666666865348816,0.6137247085571289,89,557446495,4,3
23001,1920,345015,44161920,23520,0.6666666865348816,128,23000,0.12156343460083008,1920,17,3,500000,1000,,23001.0,0.6713541746139526,0.5962874293327332,0.6666666865348816,0.6137959361076355,93,557446495,4,3
24001,1920,360015,46081920,23520,0.6666666865348816,128,24000,0.12652349472045898,1920,17,3,500000,1000,,24001.0,0.6723958253860474,0.5962488651275635,0.6666666865348816,0.6137034893035889,97,557446495,4,3
25001,1920,375015,48001920,23520,0.6666666865348816,128,25000,0.1304614543914795,1920,17,3,500000,1000,,25001.0,0.6713541746139526,0.5962106585502625,0.668749988079071,0.6137694716453552,101,557446495,4,3
26001,1920,390015,49921920,23520,0.668749988079071,128,26000,0.1346135139465332,1920,17,3,500000,1000,,26001.0,0.671875,0.596173882484436,0.6666666865348816,0.6136571764945984,105,557446495,4,3
27001,1920,405015,51841920,23520,0.6666666865348816,128,27000,0.138444185256958,1920,17,3,500000,1000,,27001.0,0.6723958253860474,0.596139132976532,0.6625000238418579,0.6135822534561157,109,557446495,4,3
28001,1920,420015,53761920,23520,0.6625000238418579,128,28000,0.14229822158813477,1920,17,3,500000,1000,,28001.0,0.671875,0.5961124897003174,0.6625000238418579,0.6136763095855713,113,557446495,4,3
29001,1920,435015,55681920,23520,0.6625000238418579,128,29000,0.14607810974121094,1920,17,3,500000,1000,,29001.0,0.6703125238418579,0.5960871577262878,0.65625,0.6137514114379883,117,557446495,4,3
30001,1920,450015,57601920,23520,0.65625,128,30000,0.14992308616638184,1920,17,3,500000,1000,,30001.0,0.671875,0.5960614681243896,0.6604166626930237,0.6138871908187866,121,557446495,4,3
31001,1920,465015,59521920,23520,0.6604166626930237,128,31000,0.15373921394348145,1920,17,3,500000,1000,,31001.0,0.6729166507720947,0.5960354208946228,0.6645833253860474,0.613988995552063,125,557446495,4,3
